"#","00_IDENTIFICADOR DE L'ALUMNE/A","01_NOM","02_DATA NAIXEMENT","03_RESPONSABLE 1","04_TELÈFON RESP. 1","05_MÒBIL RESP. 1","06_ADREÇA ELECTR. RESP. 1","07_RESPONSABLE 2","08_TELÈFON RESP. 2","09_MÒBIL RESP. 2","10_ADREÇA ELECTR. RESP. 2","11_ADREÇA","12_LOCALITAT","13_MUNICIPI","14_CORREU ELECTRÒNIC","15_ALTRES TELÈFONS","16_CENTRE PROCEDÈNCIA","17_GRUPSCLASSE"
"1","37001623688","Navarro Medina, Martí","18/07/1999","Rivera Reina, Bernat","+34 XXXXXXX","+34 XXXXXXX","marti@mailintaor.com","Merino Reyes, Aina","+34 XXXXZZZZ","+34 XXXXLLL","bernat@mailintaor.com","c/ de l'aviador Aina Merino Reyes","L'Armentera","Albanyà","marti@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","34138883044","Parra Roldan, Bernat","07/02/1997","Cuenca Vives, Bruna","+34 XXXXXXX","+34 XXXXXXX","bernat@mailintaor.com","Bertran Iglesias, Gerard","+34 XXXXZZZZ","+34 XXXXLLL","bruna@mailintaor.com","c/ de l'aviador Gerard Bertran Iglesias","L'Armentera","Albanyà","bernat@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","12541699977","Carreras Prat, Ainara","30/04/1990","Montes Mendez, Iker","+34 XXXXXXX","+34 XXXXXXX","ainara@mailintaor.com","Miranda Roman, Rayan","+34 XXXXZZZZ","+34 XXXXLLL","iker@mailintaor.com","c/ de l'aviador Rayan Miranda Roman","L'Armentera","Albanyà","ainara@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","30814917640","Abad Beltran, Mohamed","03/05/1994","Planas Merino, Pablo","+34 XXXXXXX","+34 XXXXXXX","mohamed@mailintaor.com","Martinez Vicente, Pau","+34 XXXXZZZZ","+34 XXXXLLL","pablo@mailintaor.com","c/ de l'aviador Pau Martinez Vicente","L'Armentera","Albanyà","mohamed@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","11934754753","Reina Prats, Inés","13/12/1992","Figueras Miguel, Naiara","+34 XXXXXXX","+34 XXXXXXX","ines@mailintaor.com","Diez Bosch, Arnau","+34 XXXXZZZZ","+34 XXXXLLL","naiara@mailintaor.com","c/ de l'aviador Arnau Diez Bosch","L'Armentera","Albanyà","ines@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","19145080244","Castaño Bravo, Pablo","12/07/1993","Mora Villar, Ferran","+34 XXXXXXX","+34 XXXXXXX","pablo@mailintaor.com","Montes Cuevas, Ayman","+34 XXXXZZZZ","+34 XXXXLLL","ferran@mailintaor.com","c/ de l'aviador Ayman Montes Cuevas","L'Armentera","Albanyà","pablo@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","56894174534","Figueras Ortega, Iris","14/03/1991","Rosell Casanovas, Mar","+34 XXXXXXX","+34 XXXXXXX","iris@mailintaor.com","Murillo Pereira, Carlota","+34 XXXXZZZZ","+34 XXXXLLL","mar@mailintaor.com","c/ de l'aviador Carlota Murillo Pereira","L'Armentera","Albanyà","iris@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","27632043857","Camps Salvador, Axel","25/03/1993","Aguilera Alcaraz, Quim","+34 XXXXXXX","+34 XXXXXXX","axel@mailintaor.com","Molina Roig, Unai","+34 XXXXZZZZ","+34 XXXXLLL","quim@mailintaor.com","c/ de l'aviador Unai Molina Roig","L'Armentera","Albanyà","axel@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","31904963128","Avila Blanco, Bernat","31/12/1999","Castro Benitez, Joan","+34 XXXXXXX","+34 XXXXXXX","bernat@mailintaor.com","Serrano Lorente, Dídac","+34 XXXXZZZZ","+34 XXXXLLL","joan@mailintaor.com","c/ de l'aviador Dídac Serrano Lorente","L'Armentera","Albanyà","bernat@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","99460548408","Carrera Royo, Carla","09/07/1993","Cardona Roldan, Anna","+34 XXXXXXX","+34 XXXXXXX","carla@mailintaor.com","Cardona Tomas, Jordi","+34 XXXXZZZZ","+34 XXXXLLL","anna@mailintaor.com","c/ de l'aviador Jordi Cardona Tomas","L'Armentera","Albanyà","carla@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","69101342296","Lara Miro, Marcos","06/03/1994","Alcaraz Salvador, Ivet","+34 XXXXXXX","+34 XXXXXXX","marcos@mailintaor.com","Carbonell Aguilar, Joana","+34 XXXXZZZZ","+34 XXXXLLL","ivet@mailintaor.com","c/ de l'aviador Joana Carbonell Aguilar","L'Armentera","Albanyà","marcos@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","33313669888","Dalmau Requena, Javier","10/10/1998","Guzman Calvo, Carlota","+34 XXXXXXX","+34 XXXXXXX","javier@mailintaor.com","Muñoz Sole, Arnau","+34 XXXXZZZZ","+34 XXXXLLL","carlota@mailintaor.com","c/ de l'aviador Arnau Muñoz Sole","L'Armentera","Albanyà","javier@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","40537134740","Soler Paredes, Aitana","29/09/1990","Bautista Bosch, Salma","+34 XXXXXXX","+34 XXXXXXX","aitana@mailintaor.com","Guillen Segura, Daniel","+34 XXXXZZZZ","+34 XXXXLLL","salma@mailintaor.com","c/ de l'aviador Daniel Guillen Segura","L'Armentera","Albanyà","aitana@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","30920964786","Arenas Aguilar, Adrià","31/12/1998","Aguilar Soriano, Iker","+34 XXXXXXX","+34 XXXXXXX","adria@mailintaor.com","Reyes Casanovas, Leyre","+34 XXXXZZZZ","+34 XXXXLLL","iker@mailintaor.com","c/ de l'aviador Leyre Reyes Casanovas","L'Armentera","Albanyà","adria@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","53397050964","Jimenez Valle, Roc","06/05/1994","Parra Cabrera, Oriol","+34 XXXXXXX","+34 XXXXXXX","roc@mailintaor.com","Gimeno Requena, Joan","+34 XXXXZZZZ","+34 XXXXLLL","oriol@mailintaor.com","c/ de l'aviador Joan Gimeno Requena","L'Armentera","Albanyà","roc@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","46364249313","Alsina Colomer, Mar","16/07/1999","Benitez Piñol, Javier","+34 XXXXXXX","+34 XXXXXXX","mar@mailintaor.com","Juan Avila, Arnau","+34 XXXXZZZZ","+34 XXXXLLL","javier@mailintaor.com","c/ de l'aviador Arnau Juan Avila","L'Armentera","Albanyà","mar@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","47644474524","Pastor Segura, Adrià","03/02/1998","Gracia Soria, Elsa","+34 XXXXXXX","+34 XXXXXXX","adria@mailintaor.com","Pujol Gallardo, Cristina","+34 XXXXZZZZ","+34 XXXXLLL","elsa@mailintaor.com","c/ de l'aviador Cristina Pujol Gallardo","L'Armentera","Albanyà","adria@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","28793855348","Estrada Villanueva, Gisela","04/06/1992","Gracia Piñol, Aitana","+34 XXXXXXX","+34 XXXXXXX","gisela@mailintaor.com","Romero Diez, Javier","+34 XXXXZZZZ","+34 XXXXLLL","aitana@mailintaor.com","c/ de l'aviador Javier Romero Diez","L'Armentera","Albanyà","gisela@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","90439034688","Miguel Miguel, Gabriel","09/08/1996","Rojas Villanueva, Víctor","+34 XXXXXXX","+34 XXXXXXX","gabriel@mailintaor.com","Salazar Badia, Ayman","+34 XXXXZZZZ","+34 XXXXLLL","victor@mailintaor.com","c/ de l'aviador Ayman Salazar Badia","L'Armentera","Albanyà","gabriel@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","38294997252","Blanco Santiago, Mariona","08/12/1998","Codina Carbonell, Ainhoa","+34 XXXXXXX","+34 XXXXXXX","mariona@mailintaor.com","Cabrera Torres, Ainhoa","+34 XXXXZZZZ","+34 XXXXLLL","ainhoa@mailintaor.com","c/ de l'aviador Ainhoa Cabrera Torres","L'Armentera","Albanyà","mariona@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","23052625359","Santos Andres, Bruno","06/03/1991","Esteve Martinez, Malak","+34 XXXXXXX","+34 XXXXXXX","bruno@mailintaor.com","Sole Valverde, Ainara","+34 XXXXZZZZ","+34 XXXXLLL","malak@mailintaor.com","c/ de l'aviador Ainara Sole Valverde","L'Armentera","Albanyà","bruno@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","96559357207","Riera Oliver, Judith","25/10/1993","Dalmau Simon, Pablo","+34 XXXXXXX","+34 XXXXXXX","judith@mailintaor.com","Barrera Mir, Malak","+34 XXXXZZZZ","+34 XXXXLLL","pablo@mailintaor.com","c/ de l'aviador Malak Barrera Mir","L'Armentera","Albanyà","judith@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","86901484581","Aranda Planas, Mar","03/06/1993","Casals Comas, Abril","+34 XXXXXXX","+34 XXXXXXX","mar@mailintaor.com","Galvez Costa, Ian","+34 XXXXZZZZ","+34 XXXXLLL","abril@mailintaor.com","c/ de l'aviador Ian Galvez Costa","L'Armentera","Albanyà","mar@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","41487664804","Pastor Nieto, Hugo","17/11/1993","Carrillo Prat, Ismael","+34 XXXXXXX","+34 XXXXXXX","hugo@mailintaor.com","Gimenez Abad, David","+34 XXXXZZZZ","+34 XXXXLLL","ismael@mailintaor.com","c/ de l'aviador David Gimenez Abad","L'Armentera","Albanyà","hugo@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","54084505971","Aparicio Mateo, Eva","07/09/1998","Costa Aranda, Leo","+34 XXXXXXX","+34 XXXXXXX","eva@mailintaor.com","Pozo Bernal, Anna","+34 XXXXZZZZ","+34 XXXXLLL","leo@mailintaor.com","c/ de l'aviador Anna Pozo Bernal","L'Armentera","Albanyà","eva@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","13433634908","Valles Gallego, Carlota","07/07/1997","Singh Morales, Isaac","+34 XXXXXXX","+34 XXXXXXX","carlota@mailintaor.com","Valencia Piñol, Ismael","+34 XXXXZZZZ","+34 XXXXLLL","isaac@mailintaor.com","c/ de l'aviador Ismael Valencia Piñol","L'Armentera","Albanyà","carlota@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","32507533906","Iglesias Rosell, Abril","04/01/1996","Nieto Cuenca, Carlos","+34 XXXXXXX","+34 XXXXXXX","abril@mailintaor.com","Gonzalez Soto, Ainhoa","+34 XXXXZZZZ","+34 XXXXLLL","carlos@mailintaor.com","c/ de l'aviador Ainhoa Gonzalez Soto","L'Armentera","Albanyà","abril@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","14111133585","Valverde Gimeno, Joan","14/02/1991","Jimenez Martos, Mariona","+34 XXXXXXX","+34 XXXXXXX","joan@mailintaor.com","Alonso Beltran, Elsa","+34 XXXXZZZZ","+34 XXXXLLL","mariona@mailintaor.com","c/ de l'aviador Elsa Alonso Beltran","L'Armentera","Albanyà","joan@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","40838310849","Bosch Palacios, Lucas","24/02/1996","Roman Acosta, Isaac","+34 XXXXXXX","+34 XXXXXXX","lucas@mailintaor.com","Moreno Aguilera, Sergi","+34 XXXXZZZZ","+34 XXXXLLL","isaac@mailintaor.com","c/ de l'aviador Sergi Moreno Aguilera","L'Armentera","Albanyà","lucas@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","55878633069","Plaza Gimenez, Unai","29/05/1997","Fuentes Aguilera, Nil","+34 XXXXXXX","+34 XXXXXXX","unai@mailintaor.com","Rey Grau, Ana","+34 XXXXZZZZ","+34 XXXXLLL","nil@mailintaor.com","c/ de l'aviador Ana Rey Grau","L'Armentera","Albanyà","unai@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","58905875505","Montes Rosell, Oriol","09/08/1993","Vives Rodriguez, Emma","+34 XXXXXXX","+34 XXXXXXX","oriol@mailintaor.com","Castro Lorente, Queralt","+34 XXXXZZZZ","+34 XXXXLLL","emma@mailintaor.com","c/ de l'aviador Queralt Castro Lorente","L'Armentera","Albanyà","oriol@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","55967428097","Lorente Beltran, Mar","14/02/1996","Morales Ferrer, Judit","+34 XXXXXXX","+34 XXXXXXX","mar@mailintaor.com","Roig Herrera, Alan","+34 XXXXZZZZ","+34 XXXXLLL","judit@mailintaor.com","c/ de l'aviador Alan Roig Herrera","L'Armentera","Albanyà","mar@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","88702588166","Alvarez Guzman, Mar","15/09/1993","Diaz Molina, Rayan","+34 XXXXXXX","+34 XXXXXXX","mar@mailintaor.com","Sabate Vicente, Malak","+34 XXXXZZZZ","+34 XXXXLLL","rayan@mailintaor.com","c/ de l'aviador Malak Sabate Vicente","L'Armentera","Albanyà","mar@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","47432313647","Murillo Marti, Isaac","12/02/1991","Bernal Mesa, Carlos","+34 XXXXXXX","+34 XXXXXXX","isaac@mailintaor.com","Soto Benitez, Elsa","+34 XXXXZZZZ","+34 XXXXLLL","carlos@mailintaor.com","c/ de l'aviador Elsa Soto Benitez","L'Armentera","Albanyà","isaac@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","62149055634","Asensio Rivas, José","28/11/1993","Mas Torres, Adam","+34 XXXXXXX","+34 XXXXXXX","jose@mailintaor.com","Andreu Palacios, Max","+34 XXXXZZZZ","+34 XXXXLLL","adam@mailintaor.com","c/ de l'aviador Max Andreu Palacios","L'Armentera","Albanyà","jose@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","68114180429","Esteve Pages, Jan","12/02/1990","Mendoza Pastor, Pablo","+34 XXXXXXX","+34 XXXXXXX","jan@mailintaor.com","Sala Blasco, Lola","+34 XXXXZZZZ","+34 XXXXLLL","pablo@mailintaor.com","c/ de l'aviador Lola Sala Blasco","L'Armentera","Albanyà","jan@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","12672516802","Juan Sancho, Xavier","31/01/1994","Quesada Escobar, Alejandro","+34 XXXXXXX","+34 XXXXXXX","xavier@mailintaor.com","Rius Sole, Ainhoa","+34 XXXXZZZZ","+34 XXXXLLL","alejandro@mailintaor.com","c/ de l'aviador Ainhoa Rius Sole","L'Armentera","Albanyà","xavier@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","20600067116","Tomas Quesada, Leire","23/06/1996","Valencia Pujol, Mario","+34 XXXXXXX","+34 XXXXXXX","leire@mailintaor.com","Aguilar Viñas, Roger","+34 XXXXZZZZ","+34 XXXXLLL","mario@mailintaor.com","c/ de l'aviador Roger Aguilar Viñas","L'Armentera","Albanyà","leire@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","30423770920","Dominguez Rivera, Ana","02/05/1993","Vila Perez, Helena","+34 XXXXXXX","+34 XXXXXXX","ana@mailintaor.com","Moreno Marcos, Helena","+34 XXXXZZZZ","+34 XXXXLLL","helena@mailintaor.com","c/ de l'aviador Helena Moreno Marcos","L'Armentera","Albanyà","ana@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","40984997514","Guerrero Rico, Xavier","26/03/1993","Aparicio Aguilera, Diego","+34 XXXXXXX","+34 XXXXXXX","xavier@mailintaor.com","Ribera Franco, Nora","+34 XXXXZZZZ","+34 XXXXLLL","diego@mailintaor.com","c/ de l'aviador Nora Ribera Franco","L'Armentera","Albanyà","xavier@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","64785633944","Ribera Beltran, Leyre","28/06/1992","Blanco Miguel, Joana","+34 XXXXXXX","+34 XXXXXXX","leyre@mailintaor.com","Alba Domingo, Joana","+34 XXXXZZZZ","+34 XXXXLLL","joana@mailintaor.com","c/ de l'aviador Joana Alba Domingo","L'Armentera","Albanyà","leyre@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","93319447736","Asensio Franco, Marcos","02/04/1996","Vives Farre, Inés","+34 XXXXXXX","+34 XXXXXXX","marcos@mailintaor.com","Maldonado Nadal, Sergio","+34 XXXXZZZZ","+34 XXXXLLL","ines@mailintaor.com","c/ de l'aviador Sergio Maldonado Nadal","L'Armentera","Albanyà","marcos@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","56339485007","Alvarez Palau, Ismael","10/01/1999","Roca Pacheco, Oriol","+34 XXXXXXX","+34 XXXXXXX","ismael@mailintaor.com","Serra Marquez, Quim","+34 XXXXZZZZ","+34 XXXXLLL","oriol@mailintaor.com","c/ de l'aviador Quim Serra Marquez","L'Armentera","Albanyà","ismael@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","23218110833","Marti Alba, Aleix","14/10/1999","Camps Mesa, Aleix","+34 XXXXXXX","+34 XXXXXXX","aleix@mailintaor.com","Oliva Castells, Adam","+34 XXXXZZZZ","+34 XXXXLLL","aleix@mailintaor.com","c/ de l'aviador Adam Oliva Castells","L'Armentera","Albanyà","aleix@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","29441671383","Marco Puig, Lucía","23/01/1992","Rubio Vives, Adrián","+34 XXXXXXX","+34 XXXXXXX","lucia@mailintaor.com","Escobar Roca, Valentina","+34 XXXXZZZZ","+34 XXXXLLL","adrian@mailintaor.com","c/ de l'aviador Valentina Escobar Roca","L'Armentera","Albanyà","lucia@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","54056905961","Roig Mora, Marina","06/11/1999","Miro Peña, Ismael","+34 XXXXXXX","+34 XXXXXXX","marina@mailintaor.com","Salas Prats, Nerea","+34 XXXXZZZZ","+34 XXXXLLL","ismael@mailintaor.com","c/ de l'aviador Nerea Salas Prats","L'Armentera","Albanyà","marina@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","61676928546","Robles Mora, Marwa","22/02/1990","Vicente Castaño, Daniel","+34 XXXXXXX","+34 XXXXXXX","marwa@mailintaor.com","Molina Palau, Helena","+34 XXXXZZZZ","+34 XXXXLLL","daniel@mailintaor.com","c/ de l'aviador Helena Molina Palau","L'Armentera","Albanyà","marwa@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","94084515975","Rios Bueno, Bruno","01/06/1994","Capdevila Carrera, Adriana","+34 XXXXXXX","+34 XXXXXXX","bruno@mailintaor.com","Heredia Valls, Ainhoa","+34 XXXXZZZZ","+34 XXXXLLL","adriana@mailintaor.com","c/ de l'aviador Ainhoa Heredia Valls","L'Armentera","Albanyà","bruno@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","71111386051","Codina Cuevas, Gisela","30/04/1996","Mendoza Lorenzo, Bruna","+34 XXXXXXX","+34 XXXXXXX","gisela@mailintaor.com","Lorenzo Escudero, Lucas","+34 XXXXZZZZ","+34 XXXXLLL","bruna@mailintaor.com","c/ de l'aviador Lucas Lorenzo Escudero","L'Armentera","Albanyà","gisela@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","16206535290","Carbonell Gracia, Nerea","08/02/1999","Soria Soto, Leyre","+34 XXXXXXX","+34 XXXXXXX","nerea@mailintaor.com","Cruz Luque, Sergi","+34 XXXXZZZZ","+34 XXXXLLL","leyre@mailintaor.com","c/ de l'aviador Sergi Cruz Luque","L'Armentera","Albanyà","nerea@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","56014572732","Domingo Ordoñez, Pau","15/10/1992","Carrera Lara, Roc","+34 XXXXXXX","+34 XXXXXXX","pau@mailintaor.com","Aguilera Lazaro, Mohamed","+34 XXXXZZZZ","+34 XXXXLLL","roc@mailintaor.com","c/ de l'aviador Mohamed Aguilera Lazaro","L'Armentera","Albanyà","pau@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","58262654488","Silva Gil, Carla","22/06/1998","Ordoñez Barrera, Elsa","+34 XXXXXXX","+34 XXXXXXX","carla@mailintaor.com","Ramirez Alcaraz, Mar","+34 XXXXZZZZ","+34 XXXXLLL","elsa@mailintaor.com","c/ de l'aviador Mar Ramirez Alcaraz","L'Armentera","Albanyà","carla@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","88457083335","Dalmau Murillo, Biel","02/07/1990","Galindo Galindo, Laura","+34 XXXXXXX","+34 XXXXXXX","biel@mailintaor.com","Ponce Pacheco, Elena","+34 XXXXZZZZ","+34 XXXXLLL","laura@mailintaor.com","c/ de l'aviador Elena Ponce Pacheco","L'Armentera","Albanyà","biel@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","46969449175","Miguel Llorens, Axel","16/02/1996","Silva Escobar, Andrea","+34 XXXXXXX","+34 XXXXXXX","axel@mailintaor.com","Lazaro Bermudez, Oriol","+34 XXXXZZZZ","+34 XXXXLLL","andrea@mailintaor.com","c/ de l'aviador Oriol Lazaro Bermudez","L'Armentera","Albanyà","axel@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","43704225062","Ros Andres, Víctor","14/05/1998","Marquez Valles, Jan","+34 XXXXXXX","+34 XXXXXXX","victor@mailintaor.com","Estrada Delgado, Joan","+34 XXXXZZZZ","+34 XXXXLLL","jan@mailintaor.com","c/ de l'aviador Joan Estrada Delgado","L'Armentera","Albanyà","victor@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","98909678208","Silva Cabello, Nora","19/06/1991","Rios Suarez, Bernat","+34 XXXXXXX","+34 XXXXXXX","nora@mailintaor.com","Mas Garcia, Carla","+34 XXXXZZZZ","+34 XXXXLLL","bernat@mailintaor.com","c/ de l'aviador Carla Mas Garcia","L'Armentera","Albanyà","nora@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","95095043063","Molina Vega, Lucía","05/04/1996","Font Acosta, Daniela","+34 XXXXXXX","+34 XXXXXXX","lucia@mailintaor.com","Serrano Cuenca, Dídac","+34 XXXXZZZZ","+34 XXXXLLL","daniela@mailintaor.com","c/ de l'aviador Dídac Serrano Cuenca","L'Armentera","Albanyà","lucia@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","20863544940","Franco Molina, Nil","16/12/1992","Iglesias Capdevila, Carlota","+34 XXXXXXX","+34 XXXXXXX","nil@mailintaor.com","Salas Amaya, Dídac","+34 XXXXZZZZ","+34 XXXXLLL","carlota@mailintaor.com","c/ de l'aviador Dídac Salas Amaya","L'Armentera","Albanyà","nil@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","35658694849","Llorens Camacho, Lola","29/05/1998","Salas Gil, Mariona","+34 XXXXXXX","+34 XXXXXXX","lola@mailintaor.com","Coll Villanueva, Biel","+34 XXXXZZZZ","+34 XXXXLLL","mariona@mailintaor.com","c/ de l'aviador Biel Coll Villanueva","L'Armentera","Albanyà","lola@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","93485295041","Vega Bosch, Carla","30/07/1990","Alarcon Nuñez, Joana","+34 XXXXXXX","+34 XXXXXXX","carla@mailintaor.com","Galan Salas, Marina","+34 XXXXZZZZ","+34 XXXXLLL","joana@mailintaor.com","c/ de l'aviador Marina Galan Salas","L'Armentera","Albanyà","carla@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","99954735615","Carrillo Carreras, Sergi","09/02/1999","Rosell Soriano, Judit","+34 XXXXXXX","+34 XXXXXXX","sergi@mailintaor.com","Navas Bermudez, Álvaro","+34 XXXXZZZZ","+34 XXXXLLL","judit@mailintaor.com","c/ de l'aviador Álvaro Navas Bermudez","L'Armentera","Albanyà","sergi@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","14988694011","Marin Bosch, Diego","15/11/1997","Navas Castro, Ona","+34 XXXXXXX","+34 XXXXXXX","diego@mailintaor.com","Casals Oliver, Judith","+34 XXXXZZZZ","+34 XXXXLLL","ona@mailintaor.com","c/ de l'aviador Judith Casals Oliver","L'Armentera","Albanyà","diego@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","21748852074","Valls Bonet, Lola","03/10/1999","Arias Carrera, Ariadna","+34 XXXXXXX","+34 XXXXXXX","lola@mailintaor.com","Vera Romero, Carlota","+34 XXXXZZZZ","+34 XXXXLLL","ariadna@mailintaor.com","c/ de l'aviador Carlota Vera Romero","L'Armentera","Albanyà","lola@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","25999846483","Escobar Valero, Carlota","17/12/1998","Ferrer Benitez, Ainhoa","+34 XXXXXXX","+34 XXXXXXX","carlota@mailintaor.com","Singh Navarro, Ivet","+34 XXXXZZZZ","+34 XXXXLLL","ainhoa@mailintaor.com","c/ de l'aviador Ivet Singh Navarro","L'Armentera","Albanyà","carlota@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","18269410365","Aguilera Guerrero, Carlota","25/02/1990","Ramos Bosch, Abril","+34 XXXXXXX","+34 XXXXXXX","carlota@mailintaor.com","Amaya Quesada, Adrià","+34 XXXXZZZZ","+34 XXXXLLL","abril@mailintaor.com","c/ de l'aviador Adrià Amaya Quesada","L'Armentera","Albanyà","carlota@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
